# lambda albedo      g      Cext         K
  1488.0 0.3333 0.6341 4.061e-22 4.957e+04
  1496.0 0.3371 0.6337 4.028e-22 4.889e+04
  1505.0 0.3410 0.6333 3.995e-22 4.820e+04
  1514.0 0.3448 0.6329 3.963e-22 4.754e+04
  1522.0 0.3487 0.6324 3.931e-22 4.688e+04
  1531.0 0.3527 0.6319 3.901e-22 4.624e+04
  1540.0 0.3566 0.6315 3.871e-22 4.560e+04
  1549.0 0.3607 0.6309 3.842e-22 4.498e+04
  1558.0 0.3646 0.6304 3.814e-22 4.437e+04
  1567.0 0.3685 0.6299 3.787e-22 4.379e+04
  1576.0 0.3724 0.6293 3.761e-22 4.322e+04
  1585.0 0.3763 0.6286 3.736e-22 4.266e+04
  1594.0 0.3803 0.6280 3.711e-22 4.211e+04
  1603.0 0.3843 0.6272 3.687e-22 4.157e+04
  1613.0 0.3882 0.6264 3.665e-22 4.105e+04
  1622.0 0.3922 0.6254 3.644e-22 4.055e+04
  1631.0 0.3962 0.6244 3.623e-22 4.006e+04
  1641.0 0.4001 0.6234 3.604e-22 3.959e+04
  1650.0 0.4040 0.6223 3.586e-22 3.913e+04
  1660.0 0.4077 0.6212 3.569e-22 3.871e+04
  1669.0 0.4113 0.6200 3.553e-22 3.830e+04
  1679.0 0.4149 0.6188 3.539e-22 3.791e+04
  1688.0 0.4184 0.6175 3.526e-22 3.754e+04
  1698.0 0.4219 0.6162 3.513e-22 3.719e+04
  1708.0 0.4251 0.6149 3.502e-22 3.686e+04
  1718.0 0.4283 0.6135 3.492e-22 3.655e+04
  1728.0 0.4315 0.6122 3.482e-22 3.625e+04
  1738.0 0.4345 0.6108 3.474e-22 3.597e+04
  1748.0 0.4375 0.6093 3.467e-22 3.571e+04
  1758.0 0.4404 0.6079 3.462e-22 3.547e+04
  1768.0 0.4431 0.6063 3.458e-22 3.526e+04
  1778.0 0.4457 0.6047 3.454e-22 3.506e+04
  1789.0 0.4481 0.6032 3.452e-22 3.489e+04
  1799.0 0.4503 0.6016 3.451e-22 3.473e+04
  1809.0 0.4523 0.6001 3.451e-22 3.461e+04
  1820.0 0.4541 0.5988 3.453e-22 3.451e+04
  1830.0 0.4557 0.5974 3.457e-22 3.445e+04
  1841.0 0.4569 0.5961 3.463e-22 3.443e+04
  1851.0 0.4578 0.5947 3.471e-22 3.445e+04
  1862.0 0.4584 0.5933 3.480e-22 3.452e+04
  1873.0 0.4586 0.5919 3.492e-22 3.462e+04
  1884.0 0.4585 0.5904 3.505e-22 3.476e+04
  1895.0 0.4580 0.5891 3.520e-22 3.493e+04
  1905.0 0.4575 0.5879 3.536e-22 3.513e+04
  1916.0 0.4569 0.5867 3.554e-22 3.535e+04
  1928.0 0.4559 0.5858 3.575e-22 3.561e+04
  1939.0 0.4545 0.5848 3.598e-22 3.594e+04
  1950.0 0.4527 0.5838 3.625e-22 3.632e+04
  1961.0 0.4505 0.5827 3.655e-22 3.677e+04
  1972.0 0.4479 0.5814 3.687e-22 3.727e+04
  1984.0 0.4451 0.5801 3.721e-22 3.781e+04
  1995.0 0.4420 0.5788 3.757e-22 3.839e+04
  2007.0 0.4387 0.5777 3.794e-22 3.899e+04
  2018.0 0.4352 0.5769 3.832e-22 3.962e+04
  2030.0 0.4317 0.5764 3.869e-22 4.026e+04
  2042.0 0.4280 0.5762 3.907e-22 4.092e+04
  2054.0 0.4243 0.5762 3.947e-22 4.160e+04
  2065.0 0.4205 0.5760 3.987e-22 4.230e+04
  2077.0 0.4168 0.5756 4.026e-22 4.300e+04
  2089.0 0.4132 0.5750 4.063e-22 4.366e+04
  2101.0 0.4100 0.5743 4.097e-22 4.426e+04
  2113.0 0.4074 0.5735 4.125e-22 4.476e+04
  2126.0 0.4052 0.5728 4.147e-22 4.516e+04
  2138.0 0.4037 0.5724 4.161e-22 4.543e+04
  2150.0 0.4026 0.5725 4.166e-22 4.556e+04
  2163.0 0.4023 0.5731 4.161e-22 4.554e+04
  2175.0 0.4025 0.5739 4.150e-22 4.540e+04
  2188.0 0.4035 0.5747 4.131e-22 4.512e+04
  2200.0 0.4050 0.5753 4.104e-22 4.471e+04
  2213.0 0.4072 0.5758 4.071e-22 4.419e+04
  2226.0 0.4099 0.5761 4.031e-22 4.356e+04
  2239.0 0.4131 0.5763 3.985e-22 4.283e+04
  2252.0 0.4168 0.5764 3.933e-22 4.200e+04
  2265.0 0.4209 0.5766 3.876e-22 4.110e+04
  2278.0 0.4255 0.5770 3.816e-22 4.014e+04
  2291.0 0.4305 0.5776 3.752e-22 3.912e+04
  2304.0 0.4359 0.5786 3.686e-22 3.808e+04
  2317.0 0.4416 0.5796 3.621e-22 3.703e+04
  2331.0 0.4475 0.5805 3.558e-22 3.599e+04
  2344.0 0.4535 0.5812 3.496e-22 3.498e+04
  2358.0 0.4596 0.5818 3.435e-22 3.399e+04
  2371.0 0.4656 0.5821 3.377e-22 3.305e+04
  2385.0 0.4716 0.5821 3.321e-22 3.214e+04
  2399.0 0.4774 0.5820 3.267e-22 3.126e+04
  2413.0 0.4831 0.5819 3.214e-22 3.042e+04
  2427.0 0.4886 0.5818 3.162e-22 2.961e+04
  2441.0 0.4939 0.5818 3.112e-22 2.883e+04
  2455.0 0.4992 0.5822 3.063e-22 2.809e+04
  2469.0 0.5043 0.5828 3.017e-22 2.739e+04
  2483.0 0.5093 0.5834 2.975e-22 2.673e+04
  2497.0 0.5140 0.5839 2.935e-22 2.611e+04
  2512.0 0.5186 0.5844 2.897e-22 2.553e+04
  2526.0 0.5230 0.5848 2.861e-22 2.499e+04
  2541.0 0.5271 0.5850 2.828e-22 2.448e+04
  2556.0 0.5310 0.5850 2.796e-22 2.401e+04
  2570.0 0.5346 0.5849 2.765e-22 2.356e+04
  2585.0 0.5381 0.5847 2.735e-22 2.314e+04
  2600.0 0.5413 0.5845 2.706e-22 2.273e+04
  2615.0 0.5444 0.5845 2.677e-22 2.233e+04
  2630.0 0.5475 0.5848 2.649e-22 2.195e+04
  2645.0 0.5505 0.5852 2.623e-22 2.159e+04
  2661.0 0.5533 0.5857 2.598e-22 2.125e+04
  2676.0 0.5560 0.5862 2.575e-22 2.094e+04
  2692.0 0.5586 0.5867 2.554e-22 2.064e+04
  2707.0 0.5611 0.5871 2.533e-22 2.036e+04
  2723.0 0.5635 0.5874 2.514e-22 2.009e+04
  2738.0 0.5657 0.5875 2.496e-22 1.984e+04
  2754.0 0.5677 0.5875 2.478e-22 1.961e+04
  2770.0 0.5696 0.5874 2.460e-22 1.939e+04
  2786.0 0.5714 0.5873 2.442e-22 1.917e+04
  2802.0 0.5731 0.5873 2.424e-22 1.895e+04
  2818.0 0.5748 0.5875 2.406e-22 1.874e+04
  2835.0 0.5764 0.5879 2.389e-22 1.853e+04
  2851.0 0.5780 0.5884 2.373e-22 1.833e+04
  2867.0 0.5796 0.5890 2.358e-22 1.815e+04
  2884.0 0.5811 0.5896 2.344e-22 1.798e+04
  2901.0 0.5825 0.5901 2.331e-22 1.782e+04
  2917.0 0.5839 0.5906 2.318e-22 1.766e+04
  2934.0 0.5853 0.5909 2.306e-22 1.751e+04
  2951.0 0.5865 0.5911 2.294e-22 1.737e+04
  2968.0 0.5876 0.5912 2.283e-22 1.724e+04
  2985.0 0.5887 0.5913 2.271e-22 1.710e+04
  3003.0 0.5897 0.5913 2.259e-22 1.697e+04
  3020.0 0.5907 0.5915 2.246e-22 1.683e+04
  3037.0 0.5921 0.5919 2.231e-22 1.667e+04
  3055.0 0.5940 0.5924 2.216e-22 1.647e+04
  3073.0 0.5959 0.5931 2.201e-22 1.629e+04
  3090.0 0.5978 0.5938 2.187e-22 1.610e+04
  3108.0 0.5997 0.5945 2.173e-22 1.593e+04
  3126.0 0.6017 0.5951 2.160e-22 1.575e+04
  3144.0 0.6037 0.5957 2.147e-22 1.558e+04
  3162.0 0.6056 0.5961 2.135e-22 1.541e+04
  3181.0 0.6075 0.5964 2.122e-22 1.525e+04
  3199.0 0.6094 0.5966 2.109e-22 1.508e+04
  3217.0 0.6113 0.5968 2.096e-22 1.492e+04
  3236.0 0.6132 0.5970 2.082e-22 1.475e+04
  3255.0 0.6151 0.5974 2.068e-22 1.457e+04
  3273.0 0.6170 0.5979 2.054e-22 1.440e+04
  3292.0 0.6190 0.5985 2.040e-22 1.423e+04
  3311.0 0.6210 0.5992 2.026e-22 1.406e+04
  3330.0 0.6230 0.6000 2.013e-22 1.390e+04
  3350.0 0.6251 0.6007 2.001e-22 1.374e+04
  3369.0 0.6271 0.6013 1.989e-22 1.358e+04
  3388.0 0.6291 0.6019 1.977e-22 1.343e+04
  3408.0 0.6311 0.6024 1.966e-22 1.328e+04
  3428.0 0.6330 0.6027 1.954e-22 1.313e+04
  3447.0 0.6350 0.6029 1.942e-22 1.298e+04
  3467.0 0.6369 0.6032 1.930e-22 1.283e+04
  3487.0 0.6389 0.6034 1.917e-22 1.268e+04
  3508.0 0.6409 0.6037 1.904e-22 1.252e+04
  3528.0 0.6429 0.6042 1.891e-22 1.237e+04
  3548.0 0.6449 0.6047 1.878e-22 1.221e+04
  3569.0 0.6470 0.6053 1.866e-22 1.206e+04
  3589.0 0.6491 0.6060 1.853e-22 1.191e+04
  3610.0 0.6511 0.6066 1.842e-22 1.176e+04
  3631.0 0.6532 0.6072 1.830e-22 1.162e+04
  3652.0 0.6552 0.6077 1.819e-22 1.148e+04
  3673.0 0.6573 0.6082 1.808e-22 1.135e+04
  3694.0 0.6592 0.6085 1.797e-22 1.121e+04
  3715.0 0.6612 0.6087 1.786e-22 1.108e+04
  3737.0 0.6631 0.6089 1.774e-22 1.094e+04
  3758.0 0.6651 0.6091 1.762e-22 1.080e+04
  3780.0 0.6670 0.6094 1.750e-22 1.067e+04
  3802.0 0.6690 0.6097 1.737e-22 1.053e+04
  3824.0 0.6710 0.6101 1.725e-22 1.039e+04
  3846.0 0.6730 0.6106 1.713e-22 1.026e+04
  3868.0 0.6750 0.6111 1.702e-22 1.013e+04
  3890.0 0.6769 0.6116 1.690e-22 9.999e+03
  3913.0 0.6789 0.6120 1.679e-22 9.874e+03
  3936.0 0.6808 0.6124 1.669e-22 9.751e+03
  3958.0 0.6827 0.6127 1.658e-22 9.631e+03
  3981.0 0.6846 0.6129 1.647e-22 9.512e+03
  4004.0 0.6864 0.6131 1.636e-22 9.394e+03
  4027.0 0.6883 0.6132 1.625e-22 9.276e+03
  4050.0 0.6901 0.6133 1.614e-22 9.158e+03
  4074.0 0.6919 0.6134 1.602e-22 9.039e+03
  4097.0 0.6937 0.6136 1.591e-22 8.921e+03
  4121.0 0.6955 0.6138 1.579e-22 8.804e+03
  4145.0 0.6974 0.6140 1.568e-22 8.689e+03
  4169.0 0.6992 0.6143 1.557e-22 8.575e+03
  4193.0 0.7009 0.6146 1.546e-22 8.465e+03
  4217.0 0.7027 0.6148 1.535e-22 8.356e+03
  4241.0 0.7044 0.6150 1.524e-22 8.250e+03
  4266.0 0.7062 0.6152 1.514e-22 8.145e+03
  4290.0 0.7078 0.6153 1.503e-22 8.043e+03
  4315.0 0.7095 0.6154 1.493e-22 7.941e+03
  4340.0 0.7111 0.6154 1.482e-22 7.840e+03
  4365.0 0.7127 0.6153 1.472e-22 7.740e+03
  4390.0 0.7143 0.6153 1.461e-22 7.641e+03
  4416.0 0.7159 0.6153 1.450e-22 7.542e+03
  4441.0 0.7175 0.6153 1.439e-22 7.444e+03
  4467.0 0.7191 0.6153 1.428e-22 7.347e+03
  4493.0 0.7206 0.6153 1.418e-22 7.252e+03
  4519.0 0.7222 0.6154 1.407e-22 7.157e+03
  4545.0 0.7237 0.6154 1.396e-22 7.065e+03
  4571.0 0.7252 0.6154 1.386e-22 6.973e+03
  4597.0 0.7267 0.6154 1.376e-22 6.883e+03
  4624.0 0.7282 0.6153 1.365e-22 6.794e+03
  4651.0 0.7297 0.6152 1.355e-22 6.706e+03
  4677.0 0.7311 0.6151 1.344e-22 6.619e+03
  4704.0 0.7325 0.6149 1.334e-22 6.533e+03
  4732.0 0.7340 0.6148 1.324e-22 6.447e+03
  4759.0 0.7354 0.6146 1.313e-22 6.362e+03
  4786.0 0.7368 0.6144 1.303e-22 6.278e+03
  4814.0 0.7382 0.6142 1.292e-22 6.195e+03
  4842.0 0.7396 0.6140 1.282e-22 6.113e+03
  4870.0 0.7409 0.6137 1.272e-22 6.032e+03
  4898.0 0.7423 0.6135 1.261e-22 5.952e+03
  4926.0 0.7436 0.6133 1.251e-22 5.874e+03
  4955.0 0.7449 0.6130 1.241e-22 5.797e+03
  4983.0 0.7462 0.6127 1.231e-22 5.722e+03
  5012.0 0.7474 0.6124 1.221e-22 5.647e+03
  5041.0 0.7486 0.6121 1.211e-22 5.574e+03
  5070.0 0.7498 0.6118 1.201e-22 5.503e+03
  5099.0 0.7510 0.6114 1.191e-22 5.432e+03
  5129.0 0.7521 0.6110 1.181e-22 5.362e+03
  5158.0 0.7532 0.6106 1.172e-22 5.294e+03
  5188.0 0.7543 0.6102 1.162e-22 5.227e+03
  5218.0 0.7554 0.6098 1.152e-22 5.160e+03
  5248.0 0.7564 0.6094 1.142e-22 5.095e+03
  5278.0 0.7575 0.6089 1.133e-22 5.031e+03
  5309.0 0.7584 0.6085 1.123e-22 4.968e+03
  5339.0 0.7594 0.6080 1.114e-22 4.906e+03
  5370.0 0.7604 0.6075 1.104e-22 4.845e+03
  5401.0 0.7613 0.6070 1.095e-22 4.785e+03
  5433.0 0.7622 0.6064 1.085e-22 4.726e+03
  5464.0 0.7631 0.6059 1.076e-22 4.668e+03
  5495.0 0.7640 0.6053 1.067e-22 4.610e+03
  5527.0 0.7648 0.6047 1.057e-22 4.554e+03
  5559.0 0.7656 0.6041 1.048e-22 4.498e+03
  5591.0 0.7664 0.6035 1.039e-22 4.444e+03
  5623.0 0.7672 0.6029 1.030e-22 4.390e+03
  5656.0 0.7680 0.6023 1.021e-22 4.337e+03
  5689.0 0.7687 0.6016 1.012e-22 4.286e+03
  5721.0 0.7694 0.6009 1.003e-22 4.235e+03
  5754.0 0.7701 0.6002 9.940e-23 4.185e+03
  5788.0 0.7707 0.5995 9.851e-23 4.136e+03
  5821.0 0.7713 0.5988 9.763e-23 4.087e+03
  5855.0 0.7719 0.5980 9.675e-23 4.040e+03
  5888.0 0.7725 0.5972 9.587e-23 3.993e+03
  5922.0 0.7731 0.5964 9.500e-23 3.948e+03
  5957.0 0.7736 0.5956 9.414e-23 3.903e+03
  5991.0 0.7741 0.5948 9.328e-23 3.859e+03
  6026.0 0.7745 0.5940 9.243e-23 3.816e+03
  6060.0 0.7750 0.5931 9.159e-23 3.773e+03
  6095.0 0.7754 0.5923 9.075e-23 3.732e+03
  6131.0 0.7758 0.5914 8.992e-23 3.691e+03
  6166.0 0.7762 0.5905 8.909e-23 3.651e+03
  6202.0 0.7765 0.5896 8.827e-23 3.612e+03
  6237.0 0.7768 0.5887 8.746e-23 3.573e+03
  6273.0 0.7771 0.5877 8.664e-23 3.535e+03
  6310.0 0.7774 0.5867 8.583e-23 3.498e+03
  6346.0 0.7777 0.5857 8.503e-23 3.461e+03
  6383.0 0.7779 0.5847 8.423e-23 3.425e+03
  6419.0 0.7782 0.5836 8.343e-23 3.389e+03
  6457.0 0.7784 0.5826 8.264e-23 3.354e+03
  6494.0 0.7785 0.5815 8.186e-23 3.319e+03
  6531.0 0.7787 0.5804 8.108e-23 3.286e+03
  6569.0 0.7788 0.5793 8.031e-23 3.252e+03
  6607.0 0.7789 0.5782 7.955e-23 3.220e+03
  6645.0 0.7790 0.5770 7.879e-23 3.188e+03
  6683.0 0.7790 0.5758 7.804e-23 3.157e+03
  6722.0 0.7791 0.5746 7.729e-23 3.127e+03
  6761.0 0.7791 0.5734 7.655e-23 3.097e+03
  6800.0 0.7791 0.5722 7.581e-23 3.067e+03
  6839.0 0.7790 0.5709 7.508e-23 3.038e+03
  6879.0 0.7789 0.5696 7.436e-23 3.010e+03
  6918.0 0.7789 0.5683 7.364e-23 2.982e+03
  6958.0 0.7787 0.5670 7.292e-23 2.954e+03
  6998.0 0.7786 0.5657 7.222e-23 2.928e+03
  7039.0 0.7784 0.5643 7.151e-23 2.902e+03
  7079.0 0.7782 0.5629 7.082e-23 2.876e+03
  7120.0 0.7780 0.5615 7.013e-23 2.851e+03
  7161.0 0.7777 0.5601 6.945e-23 2.827e+03
  7203.0 0.7774 0.5587 6.878e-23 2.803e+03
  7244.0 0.7771 0.5573 6.811e-23 2.780e+03
  7286.0 0.7768 0.5558 6.744e-23 2.757e+03
  7328.0 0.7764 0.5543 6.678e-23 2.734e+03
  7371.0 0.7760 0.5528 6.613e-23 2.712e+03
  7413.0 0.7757 0.5513 6.548e-23 2.689e+03
  7456.0 0.7753 0.5497 6.483e-23 2.667e+03
  7499.0 0.7749 0.5482 6.419e-23 2.646e+03
  7542.0 0.7745 0.5466 6.356e-23 2.625e+03
  7586.0 0.7740 0.5451 6.294e-23 2.604e+03
  7630.0 0.7736 0.5435 6.232e-23 2.584e+03
  7674.0 0.7731 0.5419 6.170e-23 2.564e+03
  7718.0 0.7726 0.5403 6.110e-23 2.544e+03
  7762.0 0.7720 0.5387 6.050e-23 2.525e+03
  7807.0 0.7715 0.5371 5.991e-23 2.507e+03
  7852.0 0.7709 0.5355 5.932e-23 2.488e+03
  7898.0 0.7703 0.5338 5.873e-23 2.470e+03
  7943.0 0.7698 0.5322 5.816e-23 2.452e+03
  7989.0 0.7692 0.5305 5.758e-23 2.434e+03
  8035.0 0.7686 0.5289 5.701e-23 2.416e+03
  8082.0 0.7680 0.5272 5.645e-23 2.398e+03
  8128.0 0.7674 0.5256 5.589e-23 2.380e+03
  8175.0 0.7668 0.5239 5.534e-23 2.363e+03
  8222.0 0.7662 0.5223 5.479e-23 2.346e+03
  8270.0 0.7655 0.5206 5.426e-23 2.330e+03
  8318.0 0.7648 0.5189 5.373e-23 2.313e+03
  8366.0 0.7641 0.5173 5.320e-23 2.298e+03
  8414.0 0.7634 0.5156 5.268e-23 2.282e+03
  8463.0 0.7627 0.5139 5.217e-23 2.267e+03
  8511.0 0.7619 0.5123 5.166e-23 2.252e+03
  8561.0 0.7612 0.5106 5.116e-23 2.237e+03
  8610.0 0.7604 0.5089 5.066e-23 2.222e+03
  8660.0 0.7597 0.5072 5.017e-23 2.208e+03
  8710.0 0.7589 0.5056 4.968e-23 2.193e+03
  8760.0 0.7581 0.5039 4.919e-23 2.179e+03
  8810.0 0.7574 0.5022 4.872e-23 2.164e+03
  8861.0 0.7566 0.5005 4.824e-23 2.150e+03
  8913.0 0.7557 0.4988 4.778e-23 2.137e+03
  8964.0 0.7549 0.4971 4.732e-23 2.124e+03
  9016.0 0.7540 0.4954 4.686e-23 2.111e+03
  9068.0 0.7532 0.4937 4.641e-23 2.098e+03
  9120.0 0.7523 0.4920 4.597e-23 2.085e+03
  9173.0 0.7514 0.4903 4.553e-23 2.072e+03
  9226.0 0.7505 0.4886 4.509e-23 2.059e+03
  9279.0 0.7496 0.4869 4.466e-23 2.047e+03
  9333.0 0.7487 0.4852 4.423e-23 2.035e+03
  9386.0 0.7478 0.4834 4.380e-23 2.022e+03
  9441.0 0.7469 0.4817 4.338e-23 2.010e+03
  9495.0 0.7460 0.4800 4.297e-23 1.998e+03
  9550.0 0.7451 0.4782 4.256e-23 1.986e+03
  9605.0 0.7442 0.4764 4.215e-23 1.974e+03
  9661.0 0.7433 0.4746 4.175e-23 1.962e+03
  9716.0 0.7424 0.4728 4.135e-23 1.951e+03
  9772.0 0.7414 0.4710 4.095e-23 1.939e+03
  9829.0 0.7405 0.4691 4.056e-23 1.927e+03
  9886.0 0.7396 0.4672 4.017e-23 1.915e+03
  9943.0 0.7386 0.4654 3.978e-23 1.904e+03
 10000.0 0.7377 0.4635 3.939e-23 1.892e+03
 10060.0 0.7368 0.4616 3.902e-23 1.880e+03
 10120.0 0.7358 0.4597 3.864e-23 1.869e+03
 10170.0 0.7349 0.4578 3.827e-23 1.858e+03
 10230.0 0.7339 0.4559 3.791e-23 1.847e+03
 10290.0 0.7329 0.4540 3.755e-23 1.837e+03
 10350.0 0.7319 0.4520 3.720e-23 1.826e+03
 10410.0 0.7309 0.4500 3.685e-23 1.816e+03
 10470.0 0.7299 0.4480 3.651e-23 1.805e+03
 10530.0 0.7289 0.4459 3.616e-23 1.795e+03
 10590.0 0.7279 0.4438 3.582e-23 1.785e+03
 10650.0 0.7269 0.4416 3.548e-23 1.774e+03
 10720.0 0.7259 0.4395 3.514e-23 1.763e+03
 10780.0 0.7249 0.4374 3.480e-23 1.753e+03
 10840.0 0.7240 0.4353 3.447e-23 1.742e+03
 10900.0 0.7230 0.4332 3.414e-23 1.732e+03
 10960.0 0.7220 0.4311 3.382e-23 1.722e+03
 11030.0 0.7210 0.4289 3.351e-23 1.712e+03
 11090.0 0.7200 0.4268 3.320e-23 1.702e+03
 11160.0 0.7190 0.4247 3.290e-23 1.693e+03
 11220.0 0.7179 0.4226 3.260e-23 1.684e+03
 11280.0 0.7169 0.4204 3.231e-23 1.675e+03
 11350.0 0.7159 0.4182 3.202e-23 1.666e+03
 11420.0 0.7148 0.4159 3.173e-23 1.657e+03
 11480.0 0.7138 0.4136 3.144e-23 1.647e+03
 11550.0 0.7128 0.4113 3.115e-23 1.638e+03
 11610.0 0.7118 0.4090 3.086e-23 1.628e+03
 11680.0 0.7109 0.4067 3.058e-23 1.619e+03
 11750.0 0.7099 0.4044 3.029e-23 1.609e+03
 11820.0 0.7089 0.4022 3.002e-23 1.600e+03
 11890.0 0.7079 0.4000 2.975e-23 1.591e+03
 11950.0 0.7070 0.3978 2.948e-23 1.582e+03
 12020.0 0.7060 0.3957 2.923e-23 1.574e+03
 12090.0 0.7050 0.3935 2.898e-23 1.565e+03
 12160.0 0.7039 0.3914 2.873e-23 1.557e+03
 12230.0 0.7029 0.3892 2.849e-23 1.550e+03
 12300.0 0.7019 0.3870 2.825e-23 1.542e+03
 12370.0 0.7009 0.3847 2.801e-23 1.534e+03
 12450.0 0.6998 0.3825 2.777e-23 1.526e+03
 12520.0 0.6988 0.3802 2.753e-23 1.518e+03
 12590.0 0.6978 0.3779 2.729e-23 1.510e+03
 12660.0 0.6968 0.3757 2.705e-23 1.502e+03
 12740.0 0.6959 0.3735 2.682e-23 1.494e+03
 12810.0 0.6949 0.3713 2.659e-23 1.486e+03
 12880.0 0.6939 0.3692 2.637e-23 1.478e+03
 12960.0 0.6929 0.3671 2.615e-23 1.470e+03
 13030.0 0.6919 0.3651 2.593e-23 1.463e+03
 13110.0 0.6908 0.3630 2.572e-23 1.456e+03
 13180.0 0.6898 0.3610 2.552e-23 1.449e+03
 13260.0 0.6887 0.3590 2.532e-23 1.443e+03
 13340.0 0.6877 0.3570 2.512e-23 1.436e+03
 13410.0 0.6866 0.3549 2.492e-23 1.430e+03
 13490.0 0.6856 0.3528 2.472e-23 1.423e+03
 13570.0 0.6845 0.3507 2.452e-23 1.416e+03
 13650.0 0.6834 0.3487 2.432e-23 1.410e+03
 13720.0 0.6824 0.3466 2.412e-23 1.403e+03
 13800.0 0.6813 0.3445 2.393e-23 1.396e+03
 13880.0 0.6802 0.3425 2.373e-23 1.390e+03
 13960.0 0.6792 0.3405 2.354e-23 1.383e+03
 14040.0 0.6781 0.3386 2.336e-23 1.377e+03
 14130.0 0.6770 0.3367 2.317e-23 1.370e+03
 14210.0 0.6759 0.3348 2.299e-23 1.364e+03
 14290.0 0.6748 0.3330 2.282e-23 1.358e+03
 14370.0 0.6738 0.3311 2.264e-23 1.353e+03
 14450.0 0.6727 0.3293 2.247e-23 1.347e+03
 14540.0 0.6715 0.3274 2.230e-23 1.341e+03
 14620.0 0.6704 0.3256 2.213e-23 1.336e+03
 14710.0 0.6693 0.3237 2.196e-23 1.330e+03
 14790.0 0.6681 0.3218 2.179e-23 1.325e+03
 14880.0 0.6669 0.3199 2.163e-23 1.319e+03
 14960.0 0.6657 0.3180 2.146e-23 1.313e+03
 15050.0 0.6645 0.3161 2.129e-23 1.308e+03
 15140.0 0.6633 0.3143 2.113e-23 1.302e+03
 15220.0 0.6621 0.3125 2.096e-23 1.297e+03
 15310.0 0.6609 0.3107 2.080e-23 1.292e+03
 15400.0 0.6597 0.3089 2.065e-23 1.286e+03
 15490.0 0.6585 0.3072 2.049e-23 1.281e+03
 15580.0 0.6573 0.3054 2.034e-23 1.276e+03
 15670.0 0.6561 0.3037 2.019e-23 1.271e+03
 15760.0 0.6548 0.3019 2.004e-23 1.266e+03
 15850.0 0.6536 0.3002 1.989e-23 1.261e+03
 15940.0 0.6523 0.2984 1.974e-23 1.257e+03
 16030.0 0.6511 0.2966 1.959e-23 1.252e+03
 16130.0 0.6498 0.2948 1.944e-23 1.247e+03
 16220.0 0.6485 0.2929 1.930e-23 1.242e+03
 16310.0 0.6472 0.2911 1.915e-23 1.237e+03
 16410.0 0.6459 0.2893 1.901e-23 1.232e+03
 16500.0 0.6445 0.2874 1.886e-23 1.228e+03
 16600.0 0.6432 0.2856 1.872e-23 1.223e+03
 16690.0 0.6419 0.2838 1.858e-23 1.218e+03
 16790.0 0.6405 0.2820 1.844e-23 1.214e+03
 16880.0 0.6391 0.2803 1.831e-23 1.209e+03
 16980.0 0.6378 0.2785 1.817e-23 1.205e+03
 17080.0 0.6364 0.2767 1.804e-23 1.201e+03
 17180.0 0.6350 0.2748 1.790e-23 1.196e+03
 17280.0 0.6336 0.2730 1.777e-23 1.192e+03
 17380.0 0.6321 0.2711 1.764e-23 1.188e+03
 17480.0 0.6307 0.2693 1.750e-23 1.184e+03
 17580.0 0.6292 0.2674 1.737e-23 1.180e+03
 17680.0 0.6277 0.2654 1.724e-23 1.175e+03
 17780.0 0.6261 0.2635 1.711e-23 1.171e+03
 17890.0 0.6246 0.2616 1.698e-23 1.167e+03
 17990.0 0.6230 0.2596 1.686e-23 1.163e+03
 18090.0 0.6215 0.2577 1.673e-23 1.160e+03
 18200.0 0.6199 0.2557 1.660e-23 1.156e+03
 18300.0 0.6182 0.2537 1.648e-23 1.152e+03
 18410.0 0.6166 0.2517 1.636e-23 1.148e+03
 18510.0 0.6150 0.2497 1.623e-23 1.144e+03
 18620.0 0.6133 0.2477 1.611e-23 1.141e+03
 18730.0 0.6116 0.2456 1.599e-23 1.137e+03
 18840.0 0.6100 0.2435 1.587e-23 1.133e+03
 18950.0 0.6082 0.2414 1.575e-23 1.130e+03
 19050.0 0.6065 0.2393 1.563e-23 1.126e+03
 19160.0 0.6048 0.2371 1.551e-23 1.122e+03
 19280.0 0.6030 0.2349 1.539e-23 1.119e+03
 19390.0 0.6012 0.2327 1.527e-23 1.115e+03
 19500.0 0.5994 0.2304 1.515e-23 1.112e+03
 19610.0 0.5976 0.2281 1.504e-23 1.108e+03
 19720.0 0.5957 0.2258 1.492e-23 1.104e+03
 19840.0 0.5939 0.2235 1.480e-23 1.101e+03
 19950.0 0.5920 0.2211 1.469e-23 1.097e+03
 20070.0 0.5901 0.2187 1.457e-23 1.094e+03
 20180.0 0.5882 0.2163 1.446e-23 1.090e+03
 20300.0 0.5863 0.2138 1.435e-23 1.087e+03
 20420.0 0.5844 0.2113 1.423e-23 1.083e+03
 20540.0 0.5824 0.2088 1.412e-23 1.080e+03
 20650.0 0.5805 0.2063 1.401e-23 1.076e+03
 20770.0 0.5785 0.2037 1.390e-23 1.073e+03
 20890.0 0.5765 0.2011 1.379e-23 1.069e+03
 21010.0 0.5745 0.1985 1.368e-23 1.066e+03
 21130.0 0.5724 0.1958 1.357e-23 1.062e+03
 21260.0 0.5704 0.1931 1.346e-23 1.059e+03
 21380.0 0.5683 0.1904 1.335e-23 1.055e+03
 21500.0 0.5663 0.1877 1.324e-23 1.052e+03
 21630.0 0.5642 0.1849 1.314e-23 1.048e+03
