# lambda albedo      g      Cext         K
  1558.0 0.4532 0.5741 2.759e-22 4.302e+04
  1567.0 0.4596 0.5739 2.730e-22 4.208e+04
  1576.0 0.4660 0.5736 2.701e-22 4.114e+04
  1585.0 0.4726 0.5733 2.672e-22 4.019e+04
  1594.0 0.4794 0.5730 2.644e-22 3.926e+04
  1603.0 0.4863 0.5726 2.615e-22 3.832e+04
  1613.0 0.4932 0.5722 2.588e-22 3.741e+04
  1622.0 0.5003 0.5716 2.561e-22 3.650e+04
  1631.0 0.5075 0.5710 2.534e-22 3.560e+04
  1641.0 0.5148 0.5704 2.508e-22 3.471e+04
  1650.0 0.5221 0.5698 2.482e-22 3.384e+04
  1660.0 0.5292 0.5692 2.457e-22 3.299e+04
  1669.0 0.5364 0.5685 2.432e-22 3.217e+04
  1679.0 0.5436 0.5678 2.408e-22 3.135e+04
  1688.0 0.5509 0.5670 2.385e-22 3.055e+04
  1698.0 0.5582 0.5662 2.361e-22 2.976e+04
  1708.0 0.5653 0.5655 2.339e-22 2.900e+04
  1718.0 0.5724 0.5647 2.316e-22 2.825e+04
  1728.0 0.5796 0.5639 2.294e-22 2.751e+04
  1738.0 0.5868 0.5631 2.273e-22 2.679e+04
  1748.0 0.5940 0.5623 2.252e-22 2.608e+04
  1758.0 0.6011 0.5614 2.231e-22 2.539e+04
  1768.0 0.6082 0.5605 2.211e-22 2.471e+04
  1778.0 0.6153 0.5596 2.192e-22 2.405e+04
  1789.0 0.6223 0.5587 2.172e-22 2.340e+04
  1799.0 0.6292 0.5578 2.153e-22 2.277e+04
  1809.0 0.6360 0.5570 2.134e-22 2.216e+04
  1820.0 0.6427 0.5562 2.115e-22 2.156e+04
  1830.0 0.6493 0.5554 2.098e-22 2.098e+04
  1841.0 0.6556 0.5547 2.080e-22 2.043e+04
  1851.0 0.6618 0.5540 2.064e-22 1.991e+04
  1862.0 0.6677 0.5533 2.048e-22 1.941e+04
  1873.0 0.6734 0.5525 2.032e-22 1.893e+04
  1884.0 0.6789 0.5518 2.016e-22 1.847e+04
  1895.0 0.6842 0.5510 2.001e-22 1.802e+04
  1905.0 0.6897 0.5504 1.985e-22 1.757e+04
  1916.0 0.6953 0.5497 1.969e-22 1.712e+04
  1928.0 0.7008 0.5492 1.954e-22 1.668e+04
  1939.0 0.7060 0.5488 1.940e-22 1.627e+04
  1950.0 0.7108 0.5483 1.926e-22 1.589e+04
  1961.0 0.7154 0.5478 1.914e-22 1.554e+04
  1972.0 0.7196 0.5472 1.902e-22 1.521e+04
  1984.0 0.7236 0.5464 1.890e-22 1.490e+04
  1995.0 0.7275 0.5457 1.878e-22 1.460e+04
  2007.0 0.7312 0.5451 1.866e-22 1.430e+04
  2018.0 0.7349 0.5446 1.853e-22 1.401e+04
  2030.0 0.7385 0.5444 1.840e-22 1.373e+04
  2042.0 0.7418 0.5444 1.828e-22 1.346e+04
  2054.0 0.7447 0.5445 1.816e-22 1.323e+04
  2065.0 0.7472 0.5445 1.806e-22 1.302e+04
  2077.0 0.7494 0.5444 1.796e-22 1.284e+04
  2089.0 0.7513 0.5442 1.787e-22 1.268e+04
  2101.0 0.7530 0.5438 1.777e-22 1.252e+04
  2113.0 0.7550 0.5434 1.767e-22 1.235e+04
  2126.0 0.7570 0.5429 1.757e-22 1.218e+04
  2138.0 0.7590 0.5427 1.745e-22 1.200e+04
  2150.0 0.7609 0.5428 1.733e-22 1.182e+04
  2163.0 0.7628 0.5432 1.720e-22 1.164e+04
  2175.0 0.7644 0.5438 1.707e-22 1.148e+04
  2188.0 0.7658 0.5444 1.695e-22 1.133e+04
  2200.0 0.7669 0.5449 1.683e-22 1.119e+04
  2213.0 0.7679 0.5453 1.672e-22 1.107e+04
  2226.0 0.7684 0.5457 1.660e-22 1.097e+04
  2239.0 0.7689 0.5459 1.648e-22 1.086e+04
  2252.0 0.7695 0.5461 1.635e-22 1.075e+04
  2265.0 0.7700 0.5463 1.622e-22 1.065e+04
  2278.0 0.7705 0.5466 1.609e-22 1.053e+04
  2291.0 0.7712 0.5471 1.595e-22 1.041e+04
  2304.0 0.7721 0.5478 1.581e-22 1.028e+04
  2317.0 0.7730 0.5485 1.567e-22 1.015e+04
  2331.0 0.7738 0.5491 1.555e-22 1.003e+04
  2344.0 0.7746 0.5497 1.542e-22 9.913e+03
  2358.0 0.7754 0.5501 1.530e-22 9.802e+03
  2371.0 0.7761 0.5504 1.518e-22 9.698e+03
  2385.0 0.7767 0.5505 1.507e-22 9.596e+03
  2399.0 0.7773 0.5506 1.495e-22 9.496e+03
  2413.0 0.7779 0.5506 1.483e-22 9.393e+03
  2427.0 0.7785 0.5507 1.470e-22 9.291e+03
  2441.0 0.7791 0.5509 1.458e-22 9.187e+03
  2455.0 0.7797 0.5513 1.445e-22 9.080e+03
  2469.0 0.7803 0.5518 1.433e-22 8.979e+03
  2483.0 0.7808 0.5524 1.421e-22 8.887e+03
  2497.0 0.7812 0.5529 1.410e-22 8.804e+03
  2512.0 0.7815 0.5534 1.400e-22 8.725e+03
  2526.0 0.7817 0.5538 1.389e-22 8.653e+03
  2541.0 0.7817 0.5541 1.379e-22 8.588e+03
  2556.0 0.7817 0.5543 1.370e-22 8.528e+03
  2570.0 0.7816 0.5543 1.360e-22 8.469e+03
  2585.0 0.7816 0.5544 1.350e-22 8.408e+03
  2600.0 0.7816 0.5544 1.339e-22 8.344e+03
  2615.0 0.7816 0.5546 1.329e-22 8.278e+03
  2630.0 0.7817 0.5549 1.318e-22 8.210e+03
  2645.0 0.7817 0.5553 1.308e-22 8.144e+03
  2661.0 0.7817 0.5557 1.299e-22 8.084e+03
  2676.0 0.7817 0.5561 1.289e-22 8.030e+03
  2692.0 0.7816 0.5565 1.280e-22 7.978e+03
  2707.0 0.7814 0.5569 1.272e-22 7.928e+03
  2723.0 0.7812 0.5572 1.263e-22 7.883e+03
  2738.0 0.7810 0.5574 1.255e-22 7.841e+03
  2754.0 0.7806 0.5575 1.247e-22 7.802e+03
  2770.0 0.7803 0.5575 1.239e-22 7.761e+03
  2786.0 0.7800 0.5575 1.230e-22 7.719e+03
  2802.0 0.7797 0.5576 1.221e-22 7.673e+03
  2818.0 0.7795 0.5578 1.212e-22 7.625e+03
  2835.0 0.7793 0.5581 1.204e-22 7.576e+03
  2851.0 0.7791 0.5585 1.195e-22 7.531e+03
  2867.0 0.7789 0.5590 1.187e-22 7.489e+03
  2884.0 0.7786 0.5594 1.180e-22 7.449e+03
  2901.0 0.7784 0.5597 1.172e-22 7.410e+03
  2917.0 0.7781 0.5600 1.165e-22 7.372e+03
  2934.0 0.7778 0.5603 1.158e-22 7.337e+03
  2951.0 0.7775 0.5604 1.151e-22 7.303e+03
  2968.0 0.7771 0.5604 1.144e-22 7.270e+03
  2985.0 0.7768 0.5604 1.136e-22 7.234e+03
  3003.0 0.7765 0.5604 1.129e-22 7.196e+03
  3020.0 0.7762 0.5605 1.121e-22 7.156e+03
  3037.0 0.7761 0.5607 1.113e-22 7.112e+03
  3055.0 0.7760 0.5610 1.106e-22 7.066e+03
  3073.0 0.7758 0.5613 1.098e-22 7.023e+03
  3090.0 0.7757 0.5617 1.091e-22 6.982e+03
  3108.0 0.7755 0.5620 1.084e-22 6.944e+03
  3126.0 0.7754 0.5623 1.078e-22 6.906e+03
  3144.0 0.7752 0.5626 1.071e-22 6.869e+03
  3162.0 0.7750 0.5628 1.065e-22 6.834e+03
  3181.0 0.7747 0.5630 1.058e-22 6.799e+03
  3199.0 0.7745 0.5630 1.052e-22 6.765e+03
  3217.0 0.7742 0.5631 1.045e-22 6.728e+03
  3236.0 0.7741 0.5631 1.038e-22 6.690e+03
  3255.0 0.7739 0.5632 1.031e-22 6.649e+03
  3273.0 0.7738 0.5634 1.024e-22 6.607e+03
  3292.0 0.7737 0.5637 1.017e-22 6.566e+03
  3311.0 0.7736 0.5640 1.010e-22 6.526e+03
  3330.0 0.7734 0.5644 1.004e-22 6.488e+03
  3350.0 0.7733 0.5647 9.978e-23 6.452e+03
  3369.0 0.7731 0.5650 9.917e-23 6.417e+03
  3388.0 0.7729 0.5652 9.857e-23 6.384e+03
  3408.0 0.7727 0.5654 9.798e-23 6.351e+03
  3428.0 0.7725 0.5655 9.739e-23 6.319e+03
  3447.0 0.7723 0.5655 9.679e-23 6.286e+03
  3467.0 0.7721 0.5655 9.618e-23 6.252e+03
  3487.0 0.7719 0.5655 9.556e-23 6.216e+03
  3508.0 0.7718 0.5656 9.493e-23 6.179e+03
  3528.0 0.7717 0.5657 9.430e-23 6.141e+03
  3548.0 0.7716 0.5659 9.367e-23 6.102e+03
  3569.0 0.7715 0.5661 9.306e-23 6.065e+03
  3589.0 0.7714 0.5664 9.246e-23 6.029e+03
  3610.0 0.7713 0.5666 9.189e-23 5.995e+03
  3631.0 0.7711 0.5669 9.132e-23 5.963e+03
  3652.0 0.7709 0.5670 9.077e-23 5.931e+03
  3673.0 0.7707 0.5672 9.022e-23 5.901e+03
  3694.0 0.7705 0.5672 8.967e-23 5.870e+03
  3715.0 0.7702 0.5672 8.911e-23 5.840e+03
  3737.0 0.7700 0.5672 8.854e-23 5.808e+03
  3758.0 0.7698 0.5671 8.796e-23 5.775e+03
  3780.0 0.7697 0.5671 8.738e-23 5.741e+03
  3802.0 0.7695 0.5671 8.679e-23 5.706e+03
  3824.0 0.7693 0.5672 8.621e-23 5.672e+03
  3846.0 0.7692 0.5673 8.564e-23 5.638e+03
  3868.0 0.7691 0.5675 8.508e-23 5.604e+03
  3890.0 0.7689 0.5676 8.453e-23 5.572e+03
  3913.0 0.7687 0.5677 8.399e-23 5.542e+03
  3936.0 0.7685 0.5678 8.347e-23 5.512e+03
  3958.0 0.7683 0.5678 8.294e-23 5.482e+03
  3981.0 0.7680 0.5678 8.242e-23 5.453e+03
  4004.0 0.7678 0.5677 8.189e-23 5.424e+03
  4027.0 0.7676 0.5676 8.135e-23 5.393e+03
  4050.0 0.7674 0.5675 8.081e-23 5.362e+03
  4074.0 0.7672 0.5674 8.026e-23 5.331e+03
  4097.0 0.7670 0.5673 7.971e-23 5.299e+03
  4121.0 0.7668 0.5672 7.916e-23 5.266e+03
  4145.0 0.7666 0.5672 7.862e-23 5.234e+03
  4169.0 0.7664 0.5672 7.809e-23 5.203e+03
  4193.0 0.7662 0.5672 7.756e-23 5.172e+03
  4217.0 0.7660 0.5672 7.704e-23 5.142e+03
  4241.0 0.7658 0.5671 7.653e-23 5.112e+03
  4266.0 0.7656 0.5670 7.602e-23 5.084e+03
  4290.0 0.7653 0.5669 7.551e-23 5.055e+03
  4315.0 0.7651 0.5668 7.500e-23 5.026e+03
  4340.0 0.7648 0.5666 7.449e-23 4.997e+03
  4365.0 0.7646 0.5663 7.398e-23 4.968e+03
  4390.0 0.7643 0.5661 7.346e-23 4.939e+03
  4416.0 0.7640 0.5659 7.294e-23 4.909e+03
  4441.0 0.7638 0.5657 7.242e-23 4.879e+03
  4467.0 0.7635 0.5655 7.190e-23 4.850e+03
  4493.0 0.7633 0.5653 7.139e-23 4.821e+03
  4519.0 0.7630 0.5652 7.088e-23 4.792e+03
  4545.0 0.7627 0.5650 7.037e-23 4.764e+03
  4571.0 0.7624 0.5648 6.987e-23 4.736e+03
  4597.0 0.7621 0.5646 6.938e-23 4.708e+03
  4624.0 0.7618 0.5643 6.889e-23 4.681e+03
  4651.0 0.7614 0.5641 6.840e-23 4.654e+03
  4677.0 0.7611 0.5637 6.791e-23 4.628e+03
  4704.0 0.7607 0.5634 6.741e-23 4.601e+03
  4732.0 0.7604 0.5631 6.692e-23 4.574e+03
  4759.0 0.7600 0.5627 6.643e-23 4.547e+03
  4786.0 0.7597 0.5623 6.594e-23 4.520e+03
  4814.0 0.7593 0.5620 6.545e-23 4.493e+03
  4842.0 0.7590 0.5616 6.496e-23 4.466e+03
  4870.0 0.7586 0.5612 6.447e-23 4.440e+03
  4898.0 0.7582 0.5608 6.399e-23 4.414e+03
  4926.0 0.7578 0.5605 6.351e-23 4.388e+03
  4955.0 0.7574 0.5601 6.304e-23 4.362e+03
  4983.0 0.7570 0.5596 6.257e-23 4.337e+03
  5012.0 0.7566 0.5592 6.209e-23 4.311e+03
  5041.0 0.7562 0.5587 6.162e-23 4.286e+03
  5070.0 0.7557 0.5582 6.116e-23 4.261e+03
  5099.0 0.7553 0.5577 6.069e-23 4.236e+03
  5129.0 0.7548 0.5572 6.022e-23 4.211e+03
  5158.0 0.7544 0.5567 5.976e-23 4.187e+03
  5188.0 0.7539 0.5561 5.930e-23 4.162e+03
  5218.0 0.7535 0.5556 5.884e-23 4.137e+03
  5248.0 0.7530 0.5550 5.838e-23 4.113e+03
  5278.0 0.7525 0.5544 5.792e-23 4.089e+03
  5309.0 0.7520 0.5539 5.747e-23 4.065e+03
  5339.0 0.7515 0.5533 5.701e-23 4.041e+03
  5370.0 0.7510 0.5526 5.656e-23 4.017e+03
  5401.0 0.7505 0.5520 5.612e-23 3.993e+03
  5433.0 0.7500 0.5514 5.567e-23 3.970e+03
  5464.0 0.7495 0.5507 5.522e-23 3.946e+03
  5495.0 0.7489 0.5500 5.478e-23 3.923e+03
  5527.0 0.7484 0.5493 5.434e-23 3.900e+03
  5559.0 0.7479 0.5486 5.391e-23 3.877e+03
  5591.0 0.7473 0.5479 5.347e-23 3.854e+03
  5623.0 0.7467 0.5471 5.304e-23 3.831e+03
  5656.0 0.7462 0.5464 5.261e-23 3.809e+03
  5689.0 0.7456 0.5456 5.218e-23 3.786e+03
  5721.0 0.7450 0.5448 5.175e-23 3.764e+03
  5754.0 0.7444 0.5440 5.133e-23 3.742e+03
  5788.0 0.7438 0.5432 5.090e-23 3.720e+03
  5821.0 0.7432 0.5424 5.048e-23 3.698e+03
  5855.0 0.7426 0.5415 5.006e-23 3.676e+03
  5888.0 0.7420 0.5407 4.965e-23 3.654e+03
  5922.0 0.7413 0.5398 4.923e-23 3.633e+03
  5957.0 0.7407 0.5389 4.882e-23 3.611e+03
  5991.0 0.7400 0.5380 4.841e-23 3.590e+03
  6026.0 0.7394 0.5371 4.800e-23 3.568e+03
  6060.0 0.7387 0.5362 4.760e-23 3.547e+03
  6095.0 0.7380 0.5352 4.719e-23 3.526e+03
  6131.0 0.7374 0.5343 4.679e-23 3.506e+03
  6166.0 0.7367 0.5333 4.640e-23 3.485e+03
  6202.0 0.7360 0.5324 4.600e-23 3.464e+03
  6237.0 0.7353 0.5314 4.561e-23 3.444e+03
  6273.0 0.7346 0.5303 4.522e-23 3.423e+03
  6310.0 0.7338 0.5293 4.483e-23 3.403e+03
  6346.0 0.7331 0.5283 4.444e-23 3.383e+03
  6383.0 0.7324 0.5272 4.406e-23 3.363e+03
  6419.0 0.7316 0.5261 4.367e-23 3.343e+03
  6457.0 0.7309 0.5250 4.329e-23 3.323e+03
  6494.0 0.7301 0.5239 4.291e-23 3.303e+03
  6531.0 0.7294 0.5228 4.254e-23 3.284e+03
  6569.0 0.7286 0.5217 4.217e-23 3.264e+03
  6607.0 0.7278 0.5206 4.180e-23 3.245e+03
  6645.0 0.7270 0.5194 4.143e-23 3.226e+03
  6683.0 0.7262 0.5182 4.107e-23 3.207e+03
  6722.0 0.7254 0.5170 4.070e-23 3.188e+03
  6761.0 0.7246 0.5158 4.034e-23 3.169e+03
  6800.0 0.7238 0.5146 3.998e-23 3.150e+03
  6839.0 0.7230 0.5134 3.963e-23 3.131e+03
  6879.0 0.7222 0.5121 3.927e-23 3.112e+03
  6918.0 0.7213 0.5108 3.892e-23 3.094e+03
  6958.0 0.7205 0.5095 3.857e-23 3.075e+03
  6998.0 0.7196 0.5083 3.823e-23 3.057e+03
  7039.0 0.7188 0.5069 3.788e-23 3.039e+03
  7079.0 0.7179 0.5056 3.754e-23 3.021e+03
  7120.0 0.7170 0.5043 3.720e-23 3.003e+03
  7161.0 0.7161 0.5029 3.687e-23 2.985e+03
  7203.0 0.7152 0.5016 3.653e-23 2.967e+03
  7244.0 0.7143 0.5002 3.620e-23 2.950e+03
  7286.0 0.7134 0.4988 3.587e-23 2.932e+03
  7328.0 0.7125 0.4974 3.554e-23 2.915e+03
  7371.0 0.7116 0.4959 3.522e-23 2.897e+03
  7413.0 0.7107 0.4945 3.489e-23 2.880e+03
  7456.0 0.7097 0.4930 3.457e-23 2.863e+03
  7499.0 0.7088 0.4916 3.425e-23 2.845e+03
  7542.0 0.7078 0.4901 3.394e-23 2.828e+03
  7586.0 0.7069 0.4886 3.362e-23 2.811e+03
  7630.0 0.7059 0.4871 3.331e-23 2.794e+03
  7674.0 0.7050 0.4856 3.301e-23 2.778e+03
  7718.0 0.7040 0.4841 3.270e-23 2.761e+03
  7762.0 0.7030 0.4826 3.240e-23 2.745e+03
  7807.0 0.7020 0.4810 3.210e-23 2.728e+03
  7852.0 0.7010 0.4795 3.180e-23 2.712e+03
  7898.0 0.7000 0.4779 3.150e-23 2.696e+03
  7943.0 0.6990 0.4763 3.121e-23 2.680e+03
  7989.0 0.6979 0.4748 3.091e-23 2.663e+03
  8035.0 0.6969 0.4732 3.062e-23 2.647e+03
  8082.0 0.6959 0.4716 3.034e-23 2.631e+03
  8128.0 0.6949 0.4700 3.005e-23 2.615e+03
  8175.0 0.6939 0.4684 2.977e-23 2.599e+03
  8222.0 0.6928 0.4668 2.949e-23 2.584e+03
  8270.0 0.6918 0.4652 2.921e-23 2.568e+03
  8318.0 0.6907 0.4636 2.894e-23 2.553e+03
  8366.0 0.6896 0.4619 2.867e-23 2.538e+03
  8414.0 0.6886 0.4603 2.840e-23 2.523e+03
  8463.0 0.6875 0.4587 2.813e-23 2.508e+03
  8511.0 0.6864 0.4570 2.787e-23 2.493e+03
  8561.0 0.6853 0.4554 2.760e-23 2.478e+03
  8610.0 0.6842 0.4538 2.734e-23 2.463e+03
  8660.0 0.6831 0.4521 2.708e-23 2.448e+03
  8710.0 0.6820 0.4505 2.683e-23 2.433e+03
  8760.0 0.6809 0.4488 2.657e-23 2.418e+03
  8810.0 0.6798 0.4472 2.632e-23 2.404e+03
  8861.0 0.6787 0.4455 2.607e-23 2.389e+03
  8913.0 0.6776 0.4439 2.582e-23 2.375e+03
  8964.0 0.6764 0.4422 2.558e-23 2.361e+03
  9016.0 0.6753 0.4406 2.534e-23 2.347e+03
  9068.0 0.6741 0.4389 2.510e-23 2.333e+03
  9120.0 0.6730 0.4372 2.486e-23 2.319e+03
  9173.0 0.6718 0.4356 2.463e-23 2.305e+03
  9226.0 0.6706 0.4339 2.439e-23 2.292e+03
  9279.0 0.6695 0.4322 2.416e-23 2.278e+03
  9333.0 0.6683 0.4305 2.393e-23 2.264e+03
  9386.0 0.6671 0.4288 2.370e-23 2.250e+03
  9441.0 0.6659 0.4271 2.348e-23 2.237e+03
  9495.0 0.6648 0.4254 2.325e-23 2.223e+03
  9550.0 0.6636 0.4237 2.303e-23 2.210e+03
  9605.0 0.6624 0.4220 2.281e-23 2.197e+03
  9661.0 0.6612 0.4203 2.259e-23 2.184e+03
  9716.0 0.6600 0.4186 2.238e-23 2.171e+03
  9772.0 0.6587 0.4168 2.217e-23 2.158e+03
  9829.0 0.6575 0.4150 2.196e-23 2.145e+03
  9886.0 0.6562 0.4133 2.175e-23 2.132e+03
  9943.0 0.6550 0.4115 2.154e-23 2.120e+03
 10000.0 0.6537 0.4097 2.133e-23 2.107e+03
 10060.0 0.6524 0.4079 2.113e-23 2.095e+03
 10120.0 0.6511 0.4061 2.092e-23 2.082e+03
 10170.0 0.6499 0.4042 2.072e-23 2.069e+03
 10230.0 0.6486 0.4024 2.052e-23 2.057e+03
 10290.0 0.6473 0.4006 2.032e-23 2.044e+03
 10350.0 0.6461 0.3987 2.013e-23 2.032e+03
 10410.0 0.6448 0.3969 1.994e-23 2.020e+03
 10470.0 0.6435 0.3950 1.975e-23 2.008e+03
 10530.0 0.6422 0.3931 1.956e-23 1.996e+03
 10590.0 0.6408 0.3912 1.937e-23 1.984e+03
 10650.0 0.6395 0.3892 1.919e-23 1.973e+03
 10720.0 0.6382 0.3873 1.900e-23 1.961e+03
 10780.0 0.6368 0.3853 1.882e-23 1.950e+03
 10840.0 0.6355 0.3833 1.864e-23 1.938e+03
 10900.0 0.6341 0.3814 1.846e-23 1.926e+03
 10960.0 0.6328 0.3794 1.828e-23 1.915e+03
 11030.0 0.6314 0.3774 1.811e-23 1.903e+03
 11090.0 0.6301 0.3754 1.793e-23 1.892e+03
 11160.0 0.6288 0.3734 1.776e-23 1.881e+03
 11220.0 0.6275 0.3714 1.759e-23 1.869e+03
 11280.0 0.6261 0.3694 1.742e-23 1.858e+03
 11350.0 0.6248 0.3674 1.726e-23 1.847e+03
 11420.0 0.6234 0.3653 1.710e-23 1.836e+03
 11480.0 0.6221 0.3633 1.694e-23 1.826e+03
 11550.0 0.6207 0.3612 1.677e-23 1.815e+03
 11610.0 0.6193 0.3591 1.662e-23 1.804e+03
 11680.0 0.6179 0.3570 1.646e-23 1.794e+03
 11750.0 0.6166 0.3549 1.630e-23 1.783e+03
 11820.0 0.6152 0.3529 1.615e-23 1.773e+03
 11890.0 0.6138 0.3508 1.600e-23 1.762e+03
 11950.0 0.6125 0.3488 1.585e-23 1.752e+03
 12020.0 0.6111 0.3467 1.570e-23 1.741e+03
 12090.0 0.6098 0.3447 1.555e-23 1.731e+03
 12160.0 0.6085 0.3427 1.541e-23 1.721e+03
 12230.0 0.6071 0.3407 1.527e-23 1.711e+03
 12300.0 0.6058 0.3386 1.513e-23 1.701e+03
 12370.0 0.6044 0.3366 1.499e-23 1.691e+03
 12450.0 0.6031 0.3345 1.485e-23 1.681e+03
 12520.0 0.6017 0.3325 1.471e-23 1.672e+03
 12590.0 0.6003 0.3304 1.458e-23 1.662e+03
 12660.0 0.5990 0.3284 1.445e-23 1.652e+03
 12740.0 0.5976 0.3264 1.431e-23 1.643e+03
 12810.0 0.5963 0.3244 1.418e-23 1.633e+03
 12880.0 0.5949 0.3224 1.406e-23 1.624e+03
 12960.0 0.5936 0.3205 1.393e-23 1.615e+03
 13030.0 0.5923 0.3186 1.380e-23 1.606e+03
 13110.0 0.5909 0.3167 1.368e-23 1.596e+03
 13180.0 0.5896 0.3149 1.356e-23 1.587e+03
 13260.0 0.5883 0.3130 1.344e-23 1.579e+03
 13340.0 0.5870 0.3112 1.333e-23 1.570e+03
 13410.0 0.5856 0.3093 1.321e-23 1.561e+03
 13490.0 0.5843 0.3074 1.309e-23 1.553e+03
 13570.0 0.5829 0.3055 1.298e-23 1.544e+03
 13650.0 0.5816 0.3037 1.286e-23 1.535e+03
 13720.0 0.5802 0.3019 1.275e-23 1.527e+03
 13800.0 0.5789 0.3001 1.264e-23 1.518e+03
 13880.0 0.5776 0.2984 1.253e-23 1.509e+03
 13960.0 0.5762 0.2967 1.242e-23 1.501e+03
 14040.0 0.5749 0.2950 1.231e-23 1.493e+03
 14130.0 0.5736 0.2934 1.221e-23 1.484e+03
 14210.0 0.5723 0.2918 1.210e-23 1.476e+03
 14290.0 0.5711 0.2902 1.200e-23 1.468e+03
 14370.0 0.5698 0.2886 1.190e-23 1.460e+03
 14450.0 0.5685 0.2871 1.180e-23 1.452e+03
 14540.0 0.5672 0.2855 1.170e-23 1.444e+03
 14620.0 0.5659 0.2839 1.160e-23 1.436e+03
 14710.0 0.5645 0.2823 1.150e-23 1.429e+03
 14790.0 0.5632 0.2807 1.140e-23 1.421e+03
 14880.0 0.5618 0.2792 1.130e-23 1.413e+03
 14960.0 0.5605 0.2777 1.121e-23 1.405e+03
 15050.0 0.5592 0.2762 1.111e-23 1.397e+03
 15140.0 0.5578 0.2748 1.102e-23 1.390e+03
 15220.0 0.5565 0.2734 1.093e-23 1.382e+03
 15310.0 0.5552 0.2721 1.084e-23 1.375e+03
 15400.0 0.5539 0.2708 1.075e-23 1.367e+03
 15490.0 0.5526 0.2695 1.066e-23 1.360e+03
 15580.0 0.5513 0.2681 1.057e-23 1.353e+03
 15670.0 0.5500 0.2668 1.048e-23 1.346e+03
 15760.0 0.5487 0.2655 1.040e-23 1.338e+03
 15850.0 0.5474 0.2641 1.031e-23 1.331e+03
 15940.0 0.5461 0.2627 1.022e-23 1.324e+03
 16030.0 0.5448 0.2613 1.014e-23 1.317e+03
 16130.0 0.5434 0.2600 1.005e-23 1.309e+03
 16220.0 0.5421 0.2587 9.969e-24 1.302e+03
 16310.0 0.5407 0.2574 9.886e-24 1.295e+03
 16410.0 0.5394 0.2561 9.803e-24 1.288e+03
 16500.0 0.5381 0.2549 9.722e-24 1.281e+03
 16600.0 0.5368 0.2537 9.642e-24 1.274e+03
 16690.0 0.5355 0.2525 9.563e-24 1.267e+03
 16790.0 0.5342 0.2514 9.485e-24 1.260e+03
 16880.0 0.5329 0.2502 9.408e-24 1.253e+03
 16980.0 0.5316 0.2490 9.332e-24 1.247e+03
 17080.0 0.5303 0.2478 9.256e-24 1.240e+03
 17180.0 0.5290 0.2465 9.181e-24 1.233e+03
 17280.0 0.5277 0.2453 9.105e-24 1.227e+03
 17380.0 0.5263 0.2440 9.030e-24 1.220e+03
 17480.0 0.5249 0.2428 8.955e-24 1.213e+03
 17580.0 0.5236 0.2415 8.880e-24 1.207e+03
 17680.0 0.5222 0.2403 8.806e-24 1.200e+03
 17780.0 0.5208 0.2391 8.734e-24 1.194e+03
 17890.0 0.5194 0.2379 8.662e-24 1.187e+03
 17990.0 0.5180 0.2368 8.591e-24 1.181e+03
 18090.0 0.5167 0.2356 8.522e-24 1.175e+03
 18200.0 0.5153 0.2345 8.453e-24 1.169e+03
 18300.0 0.5139 0.2334 8.385e-24 1.163e+03
 18410.0 0.5126 0.2323 8.318e-24 1.156e+03
 18510.0 0.5112 0.2311 8.251e-24 1.150e+03
 18620.0 0.5098 0.2299 8.184e-24 1.144e+03
 18730.0 0.5084 0.2286 8.117e-24 1.138e+03
 18840.0 0.5069 0.2274 8.051e-24 1.132e+03
 18950.0 0.5055 0.2261 7.985e-24 1.126e+03
 19050.0 0.5040 0.2249 7.919e-24 1.120e+03
 19160.0 0.5026 0.2236 7.854e-24 1.114e+03
 19280.0 0.5011 0.2224 7.789e-24 1.108e+03
 19390.0 0.4997 0.2212 7.726e-24 1.103e+03
 19500.0 0.4982 0.2200 7.663e-24 1.097e+03
 19610.0 0.4968 0.2188 7.600e-24 1.091e+03
 19720.0 0.4954 0.2176 7.539e-24 1.085e+03
 19840.0 0.4939 0.2164 7.478e-24 1.079e+03
 19950.0 0.4925 0.2152 7.418e-24 1.074e+03
 20070.0 0.4911 0.2140 7.358e-24 1.068e+03
 20180.0 0.4896 0.2127 7.298e-24 1.063e+03
 20300.0 0.4881 0.2114 7.239e-24 1.057e+03
 20420.0 0.4867 0.2101 7.180e-24 1.051e+03
 20540.0 0.4852 0.2088 7.121e-24 1.046e+03
 20650.0 0.4837 0.2074 7.062e-24 1.040e+03
 20770.0 0.4821 0.2061 7.004e-24 1.035e+03
 20890.0 0.4806 0.2047 6.947e-24 1.029e+03
 21010.0 0.4791 0.2034 6.889e-24 1.024e+03
 21130.0 0.4776 0.2021 6.833e-24 1.018e+03
 21260.0 0.4761 0.2008 6.777e-24 1.013e+03
 21380.0 0.4746 0.1995 6.721e-24 1.007e+03
 21500.0 0.4731 0.1981 6.667e-24 1.002e+03
 21630.0 0.4716 0.1968 6.612e-24 9.966e+02
 21750.0 0.4701 0.1955 6.558e-24 9.913e+02
 21880.0 0.4686 0.1941 6.505e-24 9.860e+02
 22000.0 0.4670 0.1927 6.452e-24 9.808e+02
 22130.0 0.4655 0.1913 6.399e-24 9.756e+02
 22260.0 0.4639 0.1898 6.346e-24 9.704e+02
 22390.0 0.4623 0.1884 6.293e-24 9.652e+02
 22520.0 0.4607 0.1869 6.241e-24 9.600e+02
 22650.0 0.4591 0.1855 6.190e-24 9.549e+02
