# lambda albedo      g      Cext         K
  1549.0 0.4185 0.6197 4.035e-22 4.138e+04
  1558.0 0.4233 0.6191 4.005e-22 4.074e+04
  1567.0 0.4281 0.6185 3.976e-22 4.011e+04
  1576.0 0.4330 0.6179 3.947e-22 3.947e+04
  1585.0 0.4380 0.6172 3.919e-22 3.885e+04
  1594.0 0.4430 0.6165 3.891e-22 3.822e+04
  1603.0 0.4481 0.6157 3.863e-22 3.760e+04
  1613.0 0.4533 0.6148 3.837e-22 3.699e+04
  1622.0 0.4586 0.6138 3.811e-22 3.639e+04
  1631.0 0.4638 0.6127 3.785e-22 3.580e+04
  1641.0 0.4692 0.6117 3.761e-22 3.521e+04
  1650.0 0.4745 0.6105 3.737e-22 3.463e+04
  1660.0 0.4797 0.6094 3.714e-22 3.408e+04
  1669.0 0.4849 0.6083 3.692e-22 3.354e+04
  1679.0 0.4900 0.6070 3.670e-22 3.301e+04
  1688.0 0.4952 0.6058 3.649e-22 3.249e+04
  1698.0 0.5004 0.6044 3.629e-22 3.198e+04
  1708.0 0.5054 0.6032 3.610e-22 3.149e+04
  1718.0 0.5104 0.6019 3.591e-22 3.101e+04
  1728.0 0.5154 0.6005 3.573e-22 3.053e+04
  1738.0 0.5204 0.5992 3.556e-22 3.007e+04
  1748.0 0.5254 0.5978 3.539e-22 2.963e+04
  1758.0 0.5302 0.5964 3.524e-22 2.919e+04
  1768.0 0.5350 0.5949 3.509e-22 2.878e+04
  1778.0 0.5397 0.5934 3.495e-22 2.837e+04
  1789.0 0.5443 0.5919 3.481e-22 2.798e+04
  1799.0 0.5488 0.5904 3.468e-22 2.760e+04
  1809.0 0.5531 0.5891 3.456e-22 2.724e+04
  1820.0 0.5573 0.5878 3.444e-22 2.689e+04
  1830.0 0.5613 0.5865 3.434e-22 2.657e+04
  1841.0 0.5650 0.5853 3.425e-22 2.628e+04
  1851.0 0.5684 0.5841 3.418e-22 2.602e+04
  1862.0 0.5714 0.5829 3.412e-22 2.579e+04
  1873.0 0.5742 0.5815 3.407e-22 2.559e+04
  1884.0 0.5767 0.5803 3.403e-22 2.541e+04
  1895.0 0.5789 0.5791 3.399e-22 2.524e+04
  1905.0 0.5812 0.5780 3.396e-22 2.508e+04
  1916.0 0.5834 0.5769 3.393e-22 2.493e+04
  1928.0 0.5854 0.5761 3.392e-22 2.480e+04
  1939.0 0.5869 0.5753 3.392e-22 2.471e+04
  1950.0 0.5880 0.5745 3.396e-22 2.467e+04
  1961.0 0.5887 0.5736 3.401e-22 2.467e+04
  1972.0 0.5889 0.5725 3.408e-22 2.471e+04
  1984.0 0.5888 0.5714 3.416e-22 2.477e+04
  1995.0 0.5885 0.5702 3.425e-22 2.485e+04
  2007.0 0.5879 0.5692 3.433e-22 2.495e+04
  2018.0 0.5872 0.5685 3.441e-22 2.505e+04
  2030.0 0.5863 0.5681 3.449e-22 2.516e+04
  2042.0 0.5852 0.5681 3.457e-22 2.529e+04
  2054.0 0.5838 0.5681 3.466e-22 2.544e+04
  2065.0 0.5822 0.5680 3.477e-22 2.563e+04
  2077.0 0.5804 0.5678 3.489e-22 2.582e+04
  2089.0 0.5786 0.5674 3.500e-22 2.602e+04
  2101.0 0.5768 0.5669 3.509e-22 2.619e+04
  2113.0 0.5756 0.5662 3.515e-22 2.631e+04
  2126.0 0.5747 0.5655 3.517e-22 2.638e+04
  2138.0 0.5743 0.5651 3.514e-22 2.639e+04
  2150.0 0.5742 0.5653 3.506e-22 2.633e+04
  2163.0 0.5746 0.5659 3.493e-22 2.621e+04
  2175.0 0.5754 0.5667 3.478e-22 2.604e+04
  2188.0 0.5767 0.5675 3.460e-22 2.583e+04
  2200.0 0.5784 0.5682 3.439e-22 2.557e+04
  2213.0 0.5804 0.5687 3.415e-22 2.527e+04
  2226.0 0.5826 0.5691 3.389e-22 2.494e+04
  2239.0 0.5852 0.5693 3.359e-22 2.457e+04
  2252.0 0.5882 0.5694 3.325e-22 2.415e+04
  2265.0 0.5914 0.5696 3.288e-22 2.370e+04
  2278.0 0.5950 0.5699 3.249e-22 2.321e+04
  2291.0 0.5990 0.5706 3.208e-22 2.269e+04
  2304.0 0.6033 0.5715 3.167e-22 2.215e+04
  2317.0 0.6078 0.5725 3.126e-22 2.162e+04
  2331.0 0.6124 0.5734 3.087e-22 2.110e+04
  2344.0 0.6170 0.5741 3.049e-22 2.059e+04
  2358.0 0.6216 0.5747 3.012e-22 2.010e+04
  2371.0 0.6261 0.5750 2.977e-22 1.963e+04
  2385.0 0.6304 0.5752 2.943e-22 1.918e+04
  2399.0 0.6346 0.5751 2.910e-22 1.875e+04
  2413.0 0.6386 0.5750 2.876e-22 1.833e+04
  2427.0 0.6425 0.5750 2.843e-22 1.792e+04
  2441.0 0.6464 0.5751 2.810e-22 1.752e+04
  2455.0 0.6502 0.5756 2.778e-22 1.714e+04
  2469.0 0.6538 0.5762 2.747e-22 1.677e+04
  2483.0 0.6573 0.5768 2.719e-22 1.643e+04
  2497.0 0.6606 0.5774 2.692e-22 1.612e+04
  2512.0 0.6637 0.5780 2.667e-22 1.582e+04
  2526.0 0.6666 0.5784 2.643e-22 1.554e+04
  2541.0 0.6694 0.5787 2.621e-22 1.528e+04
  2556.0 0.6718 0.5788 2.600e-22 1.505e+04
  2570.0 0.6742 0.5788 2.579e-22 1.482e+04
  2585.0 0.6763 0.5787 2.558e-22 1.460e+04
  2600.0 0.6784 0.5786 2.536e-22 1.438e+04
  2615.0 0.6805 0.5788 2.515e-22 1.417e+04
  2630.0 0.6825 0.5791 2.494e-22 1.396e+04
  2645.0 0.6845 0.5796 2.474e-22 1.376e+04
  2661.0 0.6863 0.5802 2.455e-22 1.358e+04
  2676.0 0.6880 0.5808 2.438e-22 1.341e+04
  2692.0 0.6897 0.5813 2.422e-22 1.325e+04
  2707.0 0.6913 0.5818 2.406e-22 1.310e+04
  2723.0 0.6927 0.5822 2.391e-22 1.296e+04
  2738.0 0.6941 0.5824 2.377e-22 1.283e+04
  2754.0 0.6952 0.5825 2.364e-22 1.270e+04
  2770.0 0.6964 0.5825 2.350e-22 1.258e+04
  2786.0 0.6974 0.5825 2.335e-22 1.246e+04
  2802.0 0.6985 0.5826 2.320e-22 1.234e+04
  2818.0 0.6996 0.5829 2.305e-22 1.221e+04
  2835.0 0.7006 0.5834 2.290e-22 1.209e+04
  2851.0 0.7017 0.5840 2.276e-22 1.198e+04
  2867.0 0.7026 0.5846 2.263e-22 1.187e+04
  2884.0 0.7035 0.5853 2.251e-22 1.177e+04
  2901.0 0.7044 0.5859 2.240e-22 1.168e+04
  2917.0 0.7052 0.5864 2.229e-22 1.159e+04
  2934.0 0.7060 0.5868 2.219e-22 1.150e+04
  2951.0 0.7066 0.5871 2.208e-22 1.143e+04
  2968.0 0.7073 0.5872 2.198e-22 1.135e+04
  2985.0 0.7078 0.5873 2.187e-22 1.127e+04
  3003.0 0.7084 0.5875 2.176e-22 1.119e+04
  3020.0 0.7090 0.5877 2.164e-22 1.110e+04
  3037.0 0.7100 0.5881 2.151e-22 1.100e+04
  3055.0 0.7111 0.5887 2.138e-22 1.089e+04
  3073.0 0.7123 0.5894 2.125e-22 1.078e+04
  3090.0 0.7135 0.5901 2.113e-22 1.068e+04
  3108.0 0.7147 0.5907 2.102e-22 1.058e+04
  3126.0 0.7158 0.5914 2.091e-22 1.048e+04
  3144.0 0.7169 0.5919 2.080e-22 1.038e+04
  3162.0 0.7180 0.5924 2.069e-22 1.029e+04
  3181.0 0.7191 0.5927 2.059e-22 1.020e+04
  3199.0 0.7202 0.5929 2.048e-22 1.011e+04
  3217.0 0.7212 0.5931 2.037e-22 1.001e+04
  3236.0 0.7223 0.5934 2.025e-22 9.915e+03
  3255.0 0.7235 0.5937 2.012e-22 9.814e+03
  3273.0 0.7246 0.5942 2.000e-22 9.712e+03
  3292.0 0.7259 0.5948 1.988e-22 9.610e+03
  3311.0 0.7271 0.5954 1.976e-22 9.512e+03
  3330.0 0.7282 0.5961 1.965e-22 9.417e+03
  3350.0 0.7294 0.5968 1.954e-22 9.326e+03
  3369.0 0.7305 0.5974 1.944e-22 9.238e+03
  3388.0 0.7316 0.5979 1.934e-22 9.153e+03
  3408.0 0.7327 0.5983 1.924e-22 9.070e+03
  3428.0 0.7337 0.5986 1.914e-22 8.986e+03
  3447.0 0.7348 0.5988 1.903e-22 8.902e+03
  3467.0 0.7359 0.5990 1.892e-22 8.816e+03
  3487.0 0.7370 0.5992 1.881e-22 8.727e+03
  3508.0 0.7381 0.5995 1.870e-22 8.636e+03
  3528.0 0.7393 0.5999 1.858e-22 8.544e+03
  3548.0 0.7404 0.6003 1.846e-22 8.452e+03
  3569.0 0.7416 0.6008 1.835e-22 8.363e+03
  3589.0 0.7428 0.6014 1.824e-22 8.276e+03
  3610.0 0.7439 0.6019 1.814e-22 8.192e+03
  3631.0 0.7451 0.6024 1.804e-22 8.111e+03
  3652.0 0.7461 0.6028 1.794e-22 8.032e+03
  3673.0 0.7472 0.6031 1.784e-22 7.955e+03
  3694.0 0.7482 0.6034 1.774e-22 7.878e+03
  3715.0 0.7492 0.6036 1.764e-22 7.801e+03
  3737.0 0.7502 0.6037 1.753e-22 7.723e+03
  3758.0 0.7512 0.6039 1.742e-22 7.643e+03
  3780.0 0.7523 0.6041 1.731e-22 7.563e+03
  3802.0 0.7534 0.6043 1.720e-22 7.482e+03
  3824.0 0.7544 0.6046 1.709e-22 7.401e+03
  3846.0 0.7555 0.6049 1.698e-22 7.322e+03
  3868.0 0.7565 0.6053 1.687e-22 7.245e+03
  3890.0 0.7575 0.6056 1.677e-22 7.170e+03
  3913.0 0.7585 0.6059 1.667e-22 7.097e+03
  3936.0 0.7595 0.6062 1.657e-22 7.027e+03
  3958.0 0.7604 0.6064 1.647e-22 6.957e+03
  3981.0 0.7614 0.6065 1.637e-22 6.888e+03
  4004.0 0.7623 0.6066 1.626e-22 6.819e+03
  4027.0 0.7632 0.6067 1.616e-22 6.750e+03
  4050.0 0.7641 0.6067 1.606e-22 6.681e+03
  4074.0 0.7650 0.6067 1.595e-22 6.611e+03
  4097.0 0.7659 0.6068 1.584e-22 6.541e+03
  4121.0 0.7668 0.6069 1.573e-22 6.472e+03
  4145.0 0.7677 0.6070 1.563e-22 6.403e+03
  4169.0 0.7686 0.6071 1.552e-22 6.336e+03
  4193.0 0.7694 0.6073 1.542e-22 6.270e+03
  4217.0 0.7703 0.6074 1.532e-22 6.206e+03
  4241.0 0.7711 0.6074 1.521e-22 6.142e+03
  4266.0 0.7719 0.6075 1.511e-22 6.081e+03
  4290.0 0.7727 0.6075 1.501e-22 6.020e+03
  4315.0 0.7734 0.6074 1.491e-22 5.959e+03
  4340.0 0.7741 0.6074 1.481e-22 5.899e+03
  4365.0 0.7749 0.6072 1.471e-22 5.840e+03
  4390.0 0.7756 0.6071 1.460e-22 5.780e+03
  4416.0 0.7763 0.6070 1.450e-22 5.721e+03
  4441.0 0.7770 0.6069 1.440e-22 5.662e+03
  4467.0 0.7777 0.6068 1.429e-22 5.604e+03
  4493.0 0.7783 0.6067 1.419e-22 5.547e+03
  4519.0 0.7790 0.6066 1.409e-22 5.490e+03
  4545.0 0.7797 0.6065 1.398e-22 5.434e+03
  4571.0 0.7803 0.6064 1.388e-22 5.379e+03
  4597.0 0.7809 0.6063 1.378e-22 5.325e+03
  4624.0 0.7815 0.6061 1.368e-22 5.271e+03
  4651.0 0.7821 0.6059 1.358e-22 5.218e+03
  4677.0 0.7827 0.6056 1.348e-22 5.166e+03
  4704.0 0.7832 0.6054 1.338e-22 5.113e+03
  4732.0 0.7838 0.6051 1.327e-22 5.062e+03
  4759.0 0.7844 0.6048 1.317e-22 5.010e+03
  4786.0 0.7849 0.6046 1.307e-22 4.959e+03
  4814.0 0.7854 0.6043 1.297e-22 4.909e+03
  4842.0 0.7859 0.6039 1.287e-22 4.859e+03
  4870.0 0.7864 0.6036 1.277e-22 4.810e+03
  4898.0 0.7869 0.6033 1.267e-22 4.761e+03
  4926.0 0.7874 0.6030 1.257e-22 4.713e+03
  4955.0 0.7878 0.6026 1.247e-22 4.666e+03
  4983.0 0.7883 0.6022 1.237e-22 4.620e+03
  5012.0 0.7887 0.6018 1.227e-22 4.574e+03
  5041.0 0.7891 0.6014 1.218e-22 4.529e+03
  5070.0 0.7895 0.6010 1.208e-22 4.484e+03
  5099.0 0.7898 0.6006 1.198e-22 4.441e+03
  5129.0 0.7902 0.6001 1.188e-22 4.397e+03
  5158.0 0.7905 0.5996 1.179e-22 4.355e+03
  5188.0 0.7908 0.5991 1.169e-22 4.313e+03
  5218.0 0.7911 0.5987 1.159e-22 4.271e+03
  5248.0 0.7914 0.5981 1.150e-22 4.230e+03
  5278.0 0.7916 0.5976 1.140e-22 4.190e+03
  5309.0 0.7919 0.5971 1.131e-22 4.151e+03
  5339.0 0.7921 0.5965 1.121e-22 4.111e+03
  5370.0 0.7923 0.5960 1.112e-22 4.073e+03
  5401.0 0.7925 0.5954 1.102e-22 4.035e+03
  5433.0 0.7927 0.5948 1.093e-22 3.997e+03
  5464.0 0.7928 0.5941 1.084e-22 3.960e+03
  5495.0 0.7929 0.5935 1.074e-22 3.923e+03
  5527.0 0.7931 0.5928 1.065e-22 3.887e+03
  5559.0 0.7932 0.5922 1.056e-22 3.851e+03
  5591.0 0.7933 0.5915 1.047e-22 3.816e+03
  5623.0 0.7933 0.5908 1.037e-22 3.781e+03
  5656.0 0.7934 0.5901 1.028e-22 3.747e+03
  5689.0 0.7934 0.5893 1.019e-22 3.713e+03
  5721.0 0.7934 0.5886 1.010e-22 3.680e+03
  5754.0 0.7934 0.5878 1.001e-22 3.648e+03
  5788.0 0.7934 0.5870 9.923e-23 3.615e+03
  5821.0 0.7934 0.5862 9.834e-23 3.584e+03
  5855.0 0.7933 0.5854 9.745e-23 3.552e+03
  5888.0 0.7932 0.5845 9.657e-23 3.522e+03
  5922.0 0.7931 0.5837 9.569e-23 3.491e+03
  5957.0 0.7930 0.5828 9.481e-23 3.461e+03
  5991.0 0.7929 0.5819 9.394e-23 3.432e+03
  6026.0 0.7927 0.5810 9.307e-23 3.403e+03
  6060.0 0.7925 0.5800 9.221e-23 3.375e+03
  6095.0 0.7923 0.5791 9.136e-23 3.347e+03
  6131.0 0.7921 0.5781 9.051e-23 3.319e+03
  6166.0 0.7918 0.5771 8.966e-23 3.292e+03
  6202.0 0.7916 0.5761 8.882e-23 3.265e+03
  6237.0 0.7913 0.5750 8.798e-23 3.239e+03
  6273.0 0.7910 0.5739 8.715e-23 3.212e+03
  6310.0 0.7907 0.5728 8.632e-23 3.186e+03
  6346.0 0.7904 0.5717 8.549e-23 3.161e+03
  6383.0 0.7900 0.5705 8.467e-23 3.135e+03
  6419.0 0.7897 0.5694 8.385e-23 3.110e+03
  6457.0 0.7893 0.5682 8.303e-23 3.085e+03
  6494.0 0.7890 0.5670 8.223e-23 3.061e+03
  6531.0 0.7885 0.5657 8.143e-23 3.037e+03
  6569.0 0.7881 0.5645 8.063e-23 3.013e+03
  6607.0 0.7877 0.5632 7.985e-23 2.990e+03
  6645.0 0.7872 0.5619 7.907e-23 2.968e+03
  6683.0 0.7867 0.5606 7.829e-23 2.945e+03
  6722.0 0.7862 0.5593 7.752e-23 2.924e+03
  6761.0 0.7856 0.5579 7.676e-23 2.902e+03
  6800.0 0.7851 0.5565 7.600e-23 2.881e+03
  6839.0 0.7845 0.5551 7.525e-23 2.860e+03
  6879.0 0.7840 0.5537 7.450e-23 2.839e+03
  6918.0 0.7834 0.5523 7.376e-23 2.818e+03
  6958.0 0.7828 0.5508 7.303e-23 2.798e+03
  6998.0 0.7822 0.5494 7.230e-23 2.778e+03
  7039.0 0.7815 0.5479 7.158e-23 2.758e+03
  7079.0 0.7809 0.5464 7.086e-23 2.739e+03
  7120.0 0.7802 0.5449 7.016e-23 2.720e+03
  7161.0 0.7795 0.5434 6.946e-23 2.701e+03
  7203.0 0.7788 0.5418 6.877e-23 2.683e+03
  7244.0 0.7781 0.5403 6.808e-23 2.665e+03
  7286.0 0.7773 0.5387 6.740e-23 2.647e+03
  7328.0 0.7766 0.5371 6.672e-23 2.628e+03
  7371.0 0.7759 0.5355 6.605e-23 2.610e+03
  7413.0 0.7752 0.5338 6.538e-23 2.592e+03
  7456.0 0.7745 0.5322 6.472e-23 2.574e+03
  7499.0 0.7738 0.5306 6.406e-23 2.556e+03
  7542.0 0.7731 0.5289 6.341e-23 2.538e+03
  7586.0 0.7723 0.5273 6.277e-23 2.521e+03
  7630.0 0.7716 0.5256 6.214e-23 2.503e+03
  7674.0 0.7708 0.5240 6.152e-23 2.487e+03
  7718.0 0.7700 0.5224 6.091e-23 2.471e+03
  7762.0 0.7692 0.5207 6.031e-23 2.455e+03
  7807.0 0.7683 0.5191 5.972e-23 2.440e+03
  7852.0 0.7674 0.5175 5.914e-23 2.426e+03
  7898.0 0.7665 0.5159 5.856e-23 2.411e+03
  7943.0 0.7657 0.5142 5.799e-23 2.397e+03
  7989.0 0.7648 0.5126 5.742e-23 2.382e+03
  8035.0 0.7639 0.5110 5.686e-23 2.368e+03
  8082.0 0.7630 0.5093 5.630e-23 2.353e+03
  8128.0 0.7622 0.5077 5.575e-23 2.338e+03
  8175.0 0.7614 0.5061 5.520e-23 2.323e+03
  8222.0 0.7606 0.5044 5.465e-23 2.308e+03
  8270.0 0.7598 0.5028 5.411e-23 2.293e+03
  8318.0 0.7589 0.5012 5.358e-23 2.278e+03
  8366.0 0.7581 0.4996 5.306e-23 2.263e+03
  8414.0 0.7573 0.4980 5.254e-23 2.249e+03
  8463.0 0.7564 0.4965 5.203e-23 2.235e+03
  8511.0 0.7556 0.4949 5.152e-23 2.221e+03
  8561.0 0.7547 0.4933 5.102e-23 2.207e+03
  8610.0 0.7538 0.4918 5.053e-23 2.194e+03
  8660.0 0.7529 0.4902 5.005e-23 2.181e+03
  8710.0 0.7520 0.4887 4.957e-23 2.168e+03
  8760.0 0.7511 0.4871 4.910e-23 2.156e+03
  8810.0 0.7501 0.4855 4.863e-23 2.143e+03
  8861.0 0.7492 0.4839 4.816e-23 2.131e+03
  8913.0 0.7482 0.4823 4.770e-23 2.118e+03
  8964.0 0.7473 0.4806 4.724e-23 2.105e+03
  9016.0 0.7464 0.4789 4.679e-23 2.092e+03
  9068.0 0.7456 0.4772 4.633e-23 2.079e+03
  9120.0 0.7447 0.4755 4.588e-23 2.066e+03
  9173.0 0.7439 0.4738 4.544e-23 2.052e+03
  9226.0 0.7431 0.4721 4.500e-23 2.039e+03
  9279.0 0.7423 0.4705 4.457e-23 2.026e+03
  9333.0 0.7414 0.4688 4.415e-23 2.014e+03
  9386.0 0.7405 0.4672 4.374e-23 2.002e+03
  9441.0 0.7395 0.4655 4.334e-23 1.991e+03
  9495.0 0.7386 0.4638 4.295e-23 1.980e+03
  9550.0 0.7376 0.4621 4.257e-23 1.970e+03
  9605.0 0.7366 0.4603 4.219e-23 1.960e+03
  9661.0 0.7356 0.4585 4.181e-23 1.950e+03
  9716.0 0.7347 0.4566 4.143e-23 1.939e+03
  9772.0 0.7338 0.4546 4.104e-23 1.927e+03
  9829.0 0.7330 0.4527 4.065e-23 1.915e+03
  9886.0 0.7322 0.4508 4.026e-23 1.902e+03
  9943.0 0.7315 0.4489 3.987e-23 1.888e+03
 10000.0 0.7307 0.4471 3.949e-23 1.875e+03
 10060.0 0.7300 0.4453 3.911e-23 1.862e+03
 10120.0 0.7293 0.4436 3.874e-23 1.850e+03
 10170.0 0.7285 0.4419 3.838e-23 1.838e+03
 10230.0 0.7276 0.4402 3.802e-23 1.826e+03
 10290.0 0.7268 0.4386 3.768e-23 1.816e+03
 10350.0 0.7259 0.4370 3.734e-23 1.805e+03
 10410.0 0.7250 0.4353 3.701e-23 1.795e+03
 10470.0 0.7240 0.4337 3.669e-23 1.786e+03
 10530.0 0.7231 0.4320 3.636e-23 1.776e+03
 10590.0 0.7221 0.4303 3.604e-23 1.766e+03
 10650.0 0.7212 0.4286 3.572e-23 1.757e+03
 10720.0 0.7202 0.4268 3.540e-23 1.747e+03
 10780.0 0.7192 0.4251 3.509e-23 1.737e+03
 10840.0 0.7183 0.4234 3.477e-23 1.728e+03
 10900.0 0.7173 0.4217 3.446e-23 1.718e+03
 10960.0 0.7163 0.4200 3.416e-23 1.709e+03
 11030.0 0.7153 0.4183 3.386e-23 1.700e+03
 11090.0 0.7143 0.4166 3.357e-23 1.691e+03
 11160.0 0.7133 0.4150 3.328e-23 1.683e+03
 11220.0 0.7122 0.4133 3.300e-23 1.675e+03
 11280.0 0.7112 0.4115 3.272e-23 1.667e+03
 11350.0 0.7101 0.4098 3.245e-23 1.659e+03
 11420.0 0.7091 0.4080 3.217e-23 1.651e+03
 11480.0 0.7080 0.4061 3.190e-23 1.643e+03
 11550.0 0.7069 0.4042 3.162e-23 1.635e+03
 11610.0 0.7059 0.4022 3.135e-23 1.626e+03
 11680.0 0.7048 0.4001 3.107e-23 1.618e+03
 11750.0 0.7037 0.3980 3.080e-23 1.609e+03
 11820.0 0.7027 0.3959 3.053e-23 1.601e+03
 11890.0 0.7017 0.3938 3.026e-23 1.592e+03
 11950.0 0.7006 0.3917 3.000e-23 1.584e+03
 12020.0 0.6996 0.3895 2.974e-23 1.576e+03
 12090.0 0.6986 0.3873 2.949e-23 1.568e+03
 12160.0 0.6975 0.3851 2.924e-23 1.560e+03
 12230.0 0.6965 0.3828 2.899e-23 1.552e+03
 12300.0 0.6954 0.3805 2.875e-23 1.544e+03
 12370.0 0.6944 0.3780 2.850e-23 1.536e+03
 12450.0 0.6933 0.3754 2.825e-23 1.528e+03
 12520.0 0.6922 0.3728 2.800e-23 1.520e+03
 12590.0 0.6912 0.3700 2.774e-23 1.511e+03
 12660.0 0.6901 0.3672 2.749e-23 1.502e+03
 12740.0 0.6890 0.3643 2.723e-23 1.493e+03
 12810.0 0.6880 0.3614 2.697e-23 1.484e+03
 12880.0 0.6870 0.3586 2.672e-23 1.475e+03
 12960.0 0.6859 0.3557 2.647e-23 1.466e+03
 13030.0 0.6849 0.3529 2.622e-23 1.457e+03
 13110.0 0.6839 0.3502 2.598e-23 1.448e+03
 13180.0 0.6829 0.3476 2.575e-23 1.440e+03
 13260.0 0.6820 0.3450 2.553e-23 1.432e+03
 13340.0 0.6810 0.3425 2.531e-23 1.424e+03
 13410.0 0.6800 0.3400 2.509e-23 1.416e+03
 13490.0 0.6790 0.3376 2.489e-23 1.409e+03
 13570.0 0.6781 0.3352 2.468e-23 1.401e+03
 13650.0 0.6771 0.3328 2.449e-23 1.394e+03
 13720.0 0.6762 0.3305 2.429e-23 1.387e+03
 13800.0 0.6752 0.3283 2.410e-23 1.381e+03
 13880.0 0.6743 0.3261 2.392e-23 1.374e+03
 13960.0 0.6733 0.3240 2.374e-23 1.367e+03
 14040.0 0.6724 0.3219 2.356e-23 1.361e+03
 14130.0 0.6715 0.3199 2.339e-23 1.355e+03
 14210.0 0.6706 0.3180 2.322e-23 1.349e+03
 14290.0 0.6696 0.3161 2.305e-23 1.343e+03
 14370.0 0.6687 0.3143 2.289e-23 1.338e+03
 14450.0 0.6678 0.3125 2.274e-23 1.332e+03
 14540.0 0.6669 0.3109 2.258e-23 1.327e+03
 14620.0 0.6659 0.3092 2.243e-23 1.322e+03
 14710.0 0.6650 0.3077 2.228e-23 1.317e+03
 14790.0 0.6640 0.3062 2.214e-23 1.312e+03
 14880.0 0.6630 0.3047 2.199e-23 1.307e+03
 14960.0 0.6620 0.3033 2.185e-23 1.302e+03
 15050.0 0.6610 0.3020 2.171e-23 1.298e+03
 15140.0 0.6600 0.3007 2.157e-23 1.293e+03
 15220.0 0.6590 0.2994 2.143e-23 1.289e+03
 15310.0 0.6580 0.2981 2.130e-23 1.285e+03
 15400.0 0.6569 0.2969 2.116e-23 1.281e+03
 15490.0 0.6558 0.2957 2.103e-23 1.277e+03
 15580.0 0.6547 0.2945 2.089e-23 1.272e+03
 15670.0 0.6536 0.2933 2.076e-23 1.268e+03
 15760.0 0.6524 0.2922 2.063e-23 1.264e+03
 15850.0 0.6513 0.2910 2.049e-23 1.260e+03
 15940.0 0.6501 0.2899 2.036e-23 1.257e+03
 16030.0 0.6488 0.2887 2.023e-23 1.253e+03
 16130.0 0.6476 0.2876 2.009e-23 1.249e+03
 16220.0 0.6463 0.2864 1.996e-23 1.245e+03
 16310.0 0.6449 0.2852 1.982e-23 1.241e+03
 16410.0 0.6435 0.2840 1.968e-23 1.237e+03
 16500.0 0.6421 0.2827 1.955e-23 1.234e+03
 16600.0 0.6407 0.2814 1.941e-23 1.230e+03
 16690.0 0.6391 0.2800 1.927e-23 1.226e+03
 16790.0 0.6376 0.2786 1.913e-23 1.223e+03
 16880.0 0.6360 0.2771 1.898e-23 1.219e+03
 16980.0 0.6343 0.2755 1.884e-23 1.215e+03
 17080.0 0.6326 0.2739 1.870e-23 1.212e+03
 17180.0 0.6308 0.2721 1.855e-23 1.208e+03
 17280.0 0.6289 0.2703 1.840e-23 1.204e+03
 17380.0 0.6271 0.2683 1.825e-23 1.201e+03
 17480.0 0.6251 0.2663 1.810e-23 1.197e+03
 17580.0 0.6231 0.2641 1.795e-23 1.193e+03
 17680.0 0.6210 0.2618 1.780e-23 1.190e+03
 17780.0 0.6189 0.2593 1.765e-23 1.186e+03
 17890.0 0.6167 0.2567 1.749e-23 1.182e+03
 17990.0 0.6144 0.2539 1.734e-23 1.179e+03
 18090.0 0.6121 0.2510 1.718e-23 1.175e+03
 18200.0 0.6098 0.2479 1.702e-23 1.172e+03
 18300.0 0.6074 0.2446 1.687e-23 1.168e+03
 18410.0 0.6050 0.2412 1.671e-23 1.164e+03
 18510.0 0.6025 0.2376 1.656e-23 1.161e+03
 18620.0 0.6001 0.2339 1.641e-23 1.157e+03
 18730.0 0.5976 0.2301 1.625e-23 1.154e+03
 18840.0 0.5951 0.2261 1.610e-23 1.150e+03
 18950.0 0.5926 0.2221 1.596e-23 1.147e+03
 19050.0 0.5900 0.2179 1.581e-23 1.143e+03
 19160.0 0.5875 0.2137 1.567e-23 1.140e+03
 19280.0 0.5850 0.2094 1.552e-23 1.136e+03
 19390.0 0.5825 0.2050 1.539e-23 1.133e+03
 19500.0 0.5800 0.2006 1.525e-23 1.130e+03
 19610.0 0.5775 0.1961 1.511e-23 1.126e+03
 19720.0 0.5750 0.1917 1.498e-23 1.123e+03
 19840.0 0.5725 0.1872 1.485e-23 1.120e+03
 19950.0 0.5700 0.1827 1.472e-23 1.116e+03
 20070.0 0.5676 0.1782 1.460e-23 1.113e+03
 20180.0 0.5651 0.1737 1.447e-23 1.110e+03
 20300.0 0.5627 0.1693 1.435e-23 1.107e+03
 20420.0 0.5603 0.1649 1.423e-23 1.104e+03
 20540.0 0.5579 0.1605 1.412e-23 1.101e+03
 20650.0 0.5555 0.1561 1.400e-23 1.098e+03
 20770.0 0.5532 0.1518 1.389e-23 1.095e+03
 20890.0 0.5508 0.1476 1.378e-23 1.091e+03
 21010.0 0.5485 0.1434 1.367e-23 1.088e+03
 21130.0 0.5461 0.1393 1.356e-23 1.085e+03
 21260.0 0.5438 0.1352 1.345e-23 1.082e+03
 21380.0 0.5415 0.1312 1.335e-23 1.079e+03
 21500.0 0.5392 0.1273 1.324e-23 1.076e+03
 21630.0 0.5369 0.1234 1.314e-23 1.073e+03
 21750.0 0.5346 0.1196 1.304e-23 1.070e+03
 21880.0 0.5323 0.1159 1.294e-23 1.067e+03
 22000.0 0.5300 0.1122 1.284e-23 1.064e+03
 22130.0 0.5277 0.1086 1.274e-23 1.061e+03
 22260.0 0.5254 0.1051 1.264e-23 1.058e+03
 22390.0 0.5231 0.1017 1.254e-23 1.055e+03
 22520.0 0.5208 0.0983 1.244e-23 1.052e+03
